Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC556,0.02029992225990356,2.117245772960035e-05,0.9975826914772643
PC557,0.020246469521658764,2.1116707474671805e-05,0.9976038081847389
PC558,0.020223429874416457,2.1092677532532263e-05,0.9976249008622715
PC559,0.02005656318845223,2.0918638548056226e-05,0.9976458195008195
PC560,0.01981399253977124,2.0665641677433512e-05,0.997666485142497
PC561,0.019716529919145957,2.0563989898230358e-05,0.9976870491323953
PC562,0.019544774574635895,2.0384852129872744e-05,0.9977074339845251
PC563,0.01931852426733106,2.014887708492479e-05,0.99772758286161
PC564,0.019183618845472625,2.000817313023855e-05,0.9977475910347402
PC565,0.019093670282617436,1.9914358379595324e-05,0.9977675053931198
PC566,0.019026160098057153,1.9843946458277605e-05,0.997787349339578
PC567,0.018855907350520555,1.9666375871828272e-05,0.9978070157154498
PC568,0.018757579063912223,1.9563821218407206e-05,0.9978265795366682
PC569,0.018368536668629618,1.9158056922185585e-05,0.9978457375935904
PC570,0.01833772694546155,1.9125922929104978e-05,0.9978648635165195
PC571,0.0182335155188117,1.9017232265296705e-05,0.9978838807487848
PC572,0.018129562663456535,1.8908811286748138e-05,0.9979027895600715
PC573,0.01809365076394251,1.8871355814519453e-05,0.997921660915886
PC574,0.017934630444896585,1.870550045113229e-05,0.9979403664163371
PC575,0.01766028310432834,1.84193610562597e-05,0.9979587857773934
PC576,0.017531436231818406,1.828497606074688e-05,0.9979770707534541
PC577,0.017390530118970147,1.813801349212588e-05,0.9979952087669463
PC578,0.017143359752025137,1.788021919719453e-05,0.9980130889861435
PC579,0.017058785416292233,1.779200966981861e-05,0.9980308809958133
PC580,0.01700760328956878,1.7738627622306843e-05,0.9980486196234356
PC581,0.016966342470554355,1.7695593322210182e-05,0.9980663152167578
PC582,0.01677293911166495,1.749387706002839e-05,0.9980838090938179
PC583,0.01657991772706904,1.729255919023842e-05,0.9981011016530081
PC584,0.01652616435031427,1.7236495374693098e-05,0.9981183381483828
PC585,0.016427951302735222,1.713406091352918e-05,0.9981354722092963
PC586,0.01627501249367849,1.6974548456855148e-05,0.9981524467577532
PC587,0.01617017277810437,1.6865202498877725e-05,0.998169311960252
PC588,0.016093273795373703,1.6784998228119e-05,0.9981860969584802
PC589,0.015953741026102038,1.6639468032413096e-05,0.9982027364265126
PC590,0.015919605827273253,1.660386562738707e-05,0.99821934029214
PC591,0.015761426854900753,1.6438887773610587e-05,0.9982357791799136
PC592,0.015487993430045754,1.6153701576566017e-05,0.9982519328814902
PC593,0.015270593902203608,1.5926957737119666e-05,0.9982678598392273
PC594,0.01519040910910028,1.584332642460522e-05,0.9982837031656518
PC595,0.015147974124754856,1.5799067490959726e-05,0.9982995022331428
PC596,0.015040931392305255,1.5687423825578475e-05,0.9983151896569684
PC597,0.01496805368946008,1.5611413678191478e-05,0.9983308010706466
PC598,0.01491533585499098,1.5556429914825167e-05,0.9983463575005614
PC599,0.014863970502861356,1.550285676647481e-05,0.9983618603573279
PC600,0.014676188044308834,1.5307003003334212e-05,0.9983771673603312
PC601,0.014556197937601476,1.5181855456968986e-05,0.9983923492157882
PC602,0.01442722645377881,1.5047340494074137e-05,0.9984073965562823
PC603,0.014248516460630327,1.4860949150927615e-05,0.9984222575054332
PC604,0.014200485268361915,1.4810853471989281e-05,0.9984370683589052
PC605,0.01400407865372365,1.4606004867497022e-05,0.9984516743637727
PC606,0.013938411445444839,1.4537515137649624e-05,0.9984662118789104
PC607,0.013760241366379048,1.4351686915284899e-05,0.9984805635658257
PC608,0.013641106730317518,1.4227431609582263e-05,0.9984947909974353
PC609,0.013606086739269128,1.4190906382013902e-05,0.9985089819038173
PC610,0.01340072780469866,1.3976720667116997e-05,0.9985229586244845
PC611,0.013316006497575264,1.3888357851195795e-05,0.9985368469823357
PC612,0.013159439403292653,1.3725061157587636e-05,0.9985505720434933
PC613,0.013115233622386941,1.3678955314636757e-05,0.998564250998808
PC614,0.013021821348759581,1.3581527975286418e-05,0.9985778325267832
PC615,0.01291300324457288,1.3468032628771769e-05,0.998591300559412
PC616,0.012816243175599182,1.336711359844103e-05,0.9986046676730105
