Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC259,0.2157031197182981,0.00022498127612298246,0.9698043845779467
PC260,0.2118582697949297,0.0002209710455644701,0.9700253556235112
PC261,0.2094626249474441,0.00021847235553333546,0.9702438279790445
PC262,0.2082104568717159,0.0002171663272664949,0.970460994306311
PC263,0.20751137035727968,0.00021643717056100248,0.970677431476872
PC264,0.2067538407160425,0.0002156470568824933,0.9708930785337545
PC265,0.20563677018516477,0.00021448193718517756,0.9711075604709397
PC266,0.20433325834329194,0.000213122356674664,0.9713206828276144
PC267,0.20280113745013476,0.00021152433382655986,0.971532207161441
PC268,0.20129569802331337,0.00020995414010931344,0.9717421613015502
PC269,0.19812967288537173,0.00020665193299843903,0.9719488132345486
PC270,0.197584325476297,0.00020608312826263258,0.9721548963628113
PC271,0.1943861715667953,0.00020274741040775374,0.972357643773219
PC272,0.19325451015915687,0.00020156707222830538,0.9725592108454473
PC273,0.1920901335141314,0.00020035261161304983,0.9727595634570603
PC274,0.18999853431501676,0.00019817104531225096,0.9729577345023726
PC275,0.18903735150541878,0.00019716851862013247,0.9731549030209927
PC276,0.18793112067394885,0.0001960147048761508,0.9733509177258689
PC277,0.18654837937305527,0.00019457248696651063,0.9735454902128354
PC278,0.18264039819772052,0.0001904964096569212,0.9737359866224924
PC279,0.18235215211844547,0.00019019576509119848,0.9739261823875835
PC280,0.18119774258119792,0.00018899170030438553,0.974115174087888
PC281,0.17961394273902148,0.00018733977561232923,0.9743025138635003
PC282,0.17838570267576606,0.00018605870458666463,0.974488572568087
PC283,0.17690455435137414,0.00018451384681833795,0.9746730864149054
PC284,0.17625614911280116,0.0001838375513701799,0.9748569239662755
PC285,0.17519208802283404,0.0001827277212378839,0.9750396516875134
PC286,0.1738080026847577,0.00018128410147925366,0.9752209357889926
PC287,0.17298043985362746,0.0001804209422349053,0.9754013567312275
PC288,0.17118656986339967,0.00017854991153248782,0.97557990664276
PC289,0.17086830495024727,0.00017821795691634823,0.9757581245996763
PC290,0.17000507843606896,0.00017731759996742388,0.9759354421996437
PC291,0.16770961839688017,0.0001749234040486052,0.9761103656036922
PC292,0.16722725061256483,0.00017442028791464476,0.9762847858916068
PC293,0.16537808440715515,0.00017249158251066228,0.9764572774741175
PC294,0.1640866156402747,0.0001711445630905204,0.976628422037208
PC295,0.16297118432473853,0.00016998115311701327,0.9767984031903251
PC296,0.16251631623554152,0.00016950671953761576,0.9769679099098627
PC297,0.16022975659353475,0.00016712180685363683,0.9771350317167163
PC298,0.15965950829335576,0.00016652703015106163,0.9773015587468674
PC299,0.15884111671612178,0.00016567343664877543,0.9774672321835162
PC300,0.15645365667612626,0.00016318328348273732,0.9776304154669989
PC301,0.15568589857595333,0.00016238250138298724,0.9777927979683819
PC302,0.15431100291120464,0.00016094846657813562,0.97795374643496
PC303,0.15331807343601642,0.00015991282768371576,0.9781136592626437
PC304,0.15293537566323198,0.0001595136687220702,0.9782731729313657
PC305,0.150318902749769,0.00015678465202643367,0.9784299575833921
PC306,0.14972165334243237,0.0001561617128032932,0.9785861192961954
PC307,0.14886025930539706,0.00015526326715285466,0.9787413825633483
PC308,0.14716533284977568,0.0001534954358974778,0.9788948779992458
PC309,0.1464101656971907,0.00015270778632663892,0.9790475857855724
PC310,0.1449441876179856,0.00015117875132956233,0.9791987645369019
PC311,0.14413209606541344,0.00015033172883834853,0.9793490962657403
PC312,0.14289229018866997,0.000149038594512527,0.9794981348602528
PC313,0.1419696752975173,0.0001480762946818492,0.9796462111549347
PC314,0.14091065571973996,0.0001469717229150675,0.9797931828778498
PC315,0.14003845302936355,0.000146062003692763,0.9799392448815425
PC316,0.1390614803878578,0.00014504300799205054,0.9800842878895345
PC317,0.13725781216580915,0.00014316175760110153,0.9802274496471356
PC318,0.1368379086013999,0.00014272379249474258,0.9803701734396303
PC319,0.1356997501349799,0.00014153667779496557,0.9805117101174252
PC320,0.13478453916810365,0.00014058210035761338,0.9806522922177828
PC321,0.13370901421474687,0.00013946031326049428,0.9807917525310433
PC322,0.13256371867687766,0.00013826575449850568,0.9809300182855418
PC323,0.13228486412401416,0.0001379749054220627,0.9810679931909639
